9,24,29,33,46
1,17,11,25,45
3,10,21,31,32
11,21,22,23,43
5,10,26,40,48
10,34,36,42,46
15,22,26,30,31
14,26,32,36,38
4,10,28,34,44
13,17,21,40,43
6,24,30,38,44
5,18,33,38,44
13,14,28,35,45
7,11,26,31,36
13,16,21,28,34
9,13,30,31,35
1,25,27,33,44
16,23,25,36,41
4,18,19,27,31
3,5,18,22,31
1,6,10,14,23
10,17,39,47,48
18,19,31,32,46
5,9,12,29,33
3,7,9,10,45
15,21,24,37,39
6,18,21,40,48
11,21,27,29,42
9,20,33,34,42
22,31,35,39,42
9,15,27,30,43
2,9,12,20,34
11,14,16,21,38
4,13,30,31,47
15,31,32,46,48
9,11,27,36,47
14,32,45,46,48
18,21,30,36,44
3,19,22,33,36
10,15,23,38,43
4,20,38,41,46
22,31,40,44,45
1,8,9,28,33
10,13,28,35,45
1,18,28,37,45
1,14,23,39,40
1,14,27,35,48
4,7,10,13,41
9,12,23,33,45
9,11,38,39,46
1,3,29,31,41
21,27,40,45,47
14,17,41,43,48
27,31,42,47,48
4,18,32,40,43
1,8,37,40,46
2,21,27,33,45
13,18,19,36,43
5,7,18,30,48
7,8,35,40,41
7,16,25,29,42
14,16,17,24,35
2,14,22,26,48
3,9,25,39,41
7,19,29,34,44
2,3,18,20,29
11,15,19,33,47
13,38,40,44,48
5,29,40,41,45
4,7,17,27,42
10,21,24,34,40
21,29,38,44,45
6,7,27,31,39
12,16,29,31,44
11,25,31,37,39
11,16,29,43,48
14,20,29,33,44
2,8,17,39,44
5,14,19,21,34
4,16,30,37,44
2,10,34,35,41
4,13,25,39,44
7,18,26,34,36
3,5,23,30,43
11,12,26,38,44
7,18,33,38,44
3,6,25,38,47
6,7,22,24,27
5,10,11,13,20
5,20,35,44,48
10,11,29,30,33
7,10,25,43,47
3,10,13,44,46
6,11,23,28,44
13,14,36,41,48
1,3,11,24,47
7,13,27,34,38
7,9,41,44,48
10,12,24,27,40
5,12,27,29,42
2,10,26,31,35
2,10,26,31,35
1,16,22,42,44
3,7,19,25,48
7,8,22,35,43
6,8,16,35,48
2,12,13,27,44
1,8,9,15,29
12,26,35,45,47
10,13,16,30,48
2,17,35,41,47
2,17,35,41,47
14,30,35,37,41
11,13,28,29,33
5,11,28,35,39
5,17,40,41,48
3,5,24,25,29
3,18,24,38,42
1,7,10,13,27
3,10,12,15,16
15,18,23,27,41
11,27,34,40,43
3,9,14,31,42
1,16,35,40,43
9,12,31,47,48
8,13,18,22,43
6,14,27,36,48
1,6,7,18,24
1,7,13,26,42
24,25,29,35,44
2,18,21,37,45
11,22,25,44,46
2,3,14,15,34
1,13,22,43,45
1,13,22,43,45
7,35,36,38,42
1,2,5,7,20
20,22,31,33,39
9,14,26,27,35
9,26,27,35,46
1,2,29,41,45
10,11,18,26,43
19,33,37,40,42
3,23,26,31,36
17,27,28,34,46
1,5,17,24,31
5,8,19,31,32
8,11,13,19,35
1,18,25,42,48
19,28,32,41,42
2,4,6,20,41
12,18,35,38,48
12,29,32,38,48
1,5,17,18,29
8,20,23,41,43
5,22,23,31,38
17,26,36,42,43
2,3,11,13,15
24,38,41,42,45
1,37,41,46,48
11,25,34,42,44
1,6,18,20,45
9,10,25,33,41
21,24,31,35,39
3,21,30,35,43
13,16,39,43,48
7,18,22,37,43
10,17,25,33,46
8,13,16,32,33
1,24,25,42,47
29,32,35,45,47
5,14,18,40,47
15,16,17,21,28
20,33,34,39,48
3,7,23,34,47
3,9,25,39,43
13,16,22,30,39
4,9,19,27,40
3,12,26,27,43
8,9,17,18,20
2,7,14,21,24
5,10,16,18,38
10,16,17,28,40
8,18,22,40,43
7,9,15,44,47
13,20,34,41,46
10,12,38,45,47
5,17,24,37,47
5,23,26,32,37
12,13,17,26,44
4,17,24,28,39
6,11,16,17,41
17,32,39,40,42
3,5,18,25,37
12,19,20,35,45
2,21,28,33,34
4,5,13,25,40
6,7,11,15,20
8,10,24,39,43
26,34,37,41,44
3,11,14,32,33
2,9,37,39,43
4,23,28,36,43
4,6,20,38,48
7,9,16,21,46
7,15,28,30,48
6,30,36,44,47
5,11,21,33,40
23,26,29,39,40
24,28,32,35,45
1,6,12,15,34
6,15,40,42,48
3,35,43,45,47
6,7,17,33,36
5,10,29,38,43
18,23,24,31,40
7,19,24,30,36
5,9,19,28,44
6,30,41,43,48
1,9,33,44,45
3,10,27,35,44
17,32,35,38,48
18,26,30,35,37
13,16,24,47,48
6,33,37,41,42
6,15,18,20,18
17,25,38,40,45
1,8,39,41,44
1,3,10,12,18
20,29,34,39,41
2,3,15,20,31
2,32,35,41,47
4,14,28,31,36
23,30,37,44,45
12,15,17,21,41
20,25,32,42,47
1,16,19,25,34
9,37,37,45,48
15,21,34,38,46
2,7,9,34,47
28,30,34,37,44
5,18,26,44,46
9,10,34,36,41
7,15,38,42,47
6,8,27,31,39
17,31,32,37,42
2,17,22,26,27
9,12,21,32,41
1,10,13,26,47
5,12,33,44,47
2,16,31,35,47
4,15,27,28,39
10,19,21,28,37
2,11,24,35,46
35,39,43,46,48
21,35,36,37,41
20,21,30,39,47
9,11,12,37,43
12,13,28,37,43
5,26,37,41,46
12,18,22,32,37
28,30,31,45,47
14,21,29,33,45
17,23,34,38,48
14,17,23,24,43
3,8,10,27,37
1,3,10,15,34
1,11,17,31,3
2,24,29,38,39
4,32,35,39,44
9,15,26,35,38
3,5,9,43,47
1,12,29,30,38
13,21,24,28,40
8,30,34,43,48
20,29,36,44,48
18,20,24,27,39
1,22,36,42,47
7,15,16,19,23
5,15,33,34,43
1,5,16,36,46
5,7,13,18,28
17,29,40,42,45
8,26,28,29,39
2,9,27,31,32
10,11,12,19,40
2,7,20,32,47
4,9,39,40,48
1,7,15,36,42
2,6,23,27,29
2,23,32,40,45
18,19,29,31,32
12,14,17,43,44
22,31,32,39,45
2,28,32,33,43
12,23,27,34,45
4,9,15,19,24
2,7,14,15,48
7,24,25,34,37
4,31,32,35,40
17,30,41,43,47
9,16,23,25,36
14,17,21,22,23
16,25,34,42,44
4,14,19,25,38
4,25,33,40,43
7,20,22,38,43
6,12,20,35,46
5,9,25,42,46
2,11,16,33,41
4,19,23,31,47
2,10,14,22,43
8,12,24,32,45
9,27,30,35,45
32,39,43,47,48
5,10,22,24,46
2,4,6,42,45
9,16,22,29,30
5,11,14,22,33
13,21,24,34,40
26,39,41,46,48
1,16,22,33,47
6,10,35,39,46
14,16,24,46,48
2,9,37,43,47
6,9,12,23,28
4,11,20,31,36
5,10,11,22,32
2,6,28,39,46
5,8,22,26,36
7,10,18,30,38
8,9,17,23,37
4,11,35,46,48
2,31,32,35,42
20,21,22,23,34
2,25,40,45,47
13,18,29,33,44
3,9,12,19,45
1,2,21,25,39
18,25,29,34,38
2,3,9,22,32
9,12,42,43,48
9,19,21,34,38
18,23,30,45,47
1,10,20,33,46
